Id,Bound
812,1
813,0
814,0
815,1
816,1
817,0
818,1
819,1
820,0
821,0
822,1
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,0
833,1
834,0
835,0
836,0
837,1
838,0
839,1
840,0
841,0
842,1
843,1
844,0
845,0
846,1
847,1
848,0
849,0
850,1
851,1
852,0
853,1
854,1
855,1
856,0
857,0
858,1
859,1
860,0
861,0
862,0
863,0
864,1
865,0
866,1
867,1
868,1
869,0
870,0
871,0
872,0
873,1
874,0
875,0
876,0
877,1
878,1
879,0
880,1
881,1
882,0
883,0
884,1
885,0
886,0
887,1
888,0
889,1
890,1
891,1
892,1
893,1
894,0
895,0
896,1
897,0
898,1
899,0
900,1
901,1
902,1
903,1
904,0
905,0
906,0
907,1
908,1
909,0
910,1
911,0
912,1
913,0
914,0
915,1
916,1
917,1
918,0
919,0
920,1
921,0
922,1
923,1
924,0
925,1
926,0
927,1
928,1
929,1
930,1
931,1
932,0
933,1
934,1
935,1
936,1
937,0
938,1
939,0
940,0
941,1
942,0
943,0
944,0
945,0
946,0
947,1
948,1
949,1
950,1
951,1
952,1
953,0
954,1
955,0
956,0
957,0
958,0
959,1
960,0
961,1
962,1
963,1
964,1
965,1
966,0
967,1
968,1
969,1
970,1
971,1
972,1
973,0
974,0
975,1
976,1
977,1
978,0
979,1
980,0
981,0
982,1
983,1
984,1
985,1
986,1
987,0
988,1
989,1
990,0
991,0
992,1
993,0
994,0
995,0
996,0
997,1
998,1
999,1
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,0
1007,0
1008,1
1009,0
1010,1
1011,0
1012,0
1013,0
1014,1
1015,1
1016,0
1017,1
1018,1
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,0
1027,1
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,1
1035,1
1036,1
1037,0
1038,1
1039,1
1040,1
1041,0
1042,0
1043,1
1044,0
1045,0
1046,1
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,1
1054,1
1055,0
1056,1
1057,1
1058,0
1059,1
1060,0
1061,1
1062,1
1063,0
1064,1
1065,1
1066,0
1067,1
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,0
1075,1
1076,1
1077,1
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,0
1086,1
1087,1
1088,0
1089,0
1090,1
1091,1
1092,1
1093,1
1094,0
1095,1
1096,0
1097,0
1098,0
1099,0
1100,0
1101,1
1102,1
1103,1
1104,0
1105,0
1106,0
1107,0
1108,1
1109,0
1110,0
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,0
1118,0
1119,1
1120,1
1121,1
1122,1
1123,1
1124,0
1125,1
1126,1
1127,0
1128,1
1129,1
1130,0
1131,1
1132,1
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,1
1140,0
1141,1
1142,1
1143,0
1144,1
1145,1
1146,0
1147,0
1148,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,0
1155,1
1156,0
1157,0
1158,1
1159,0
1160,1
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,1
1180,0
1181,0
1182,0
1183,0
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,1
1195,0
1196,0
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,0
1206,0
1207,1
1208,0
1209,0
1210,0
1211,1
1212,1
1213,0
1214,1
1215,0
1216,1
1217,1
1218,1
1219,1
1220,0
1221,0
1222,0
1223,0
1224,1
1225,1
1226,1
1227,0
1228,0
1229,0
1230,1
1231,0
1232,0
1233,1
1234,0
1235,1
1236,0
1237,0
1238,0
1239,1
1240,1
1241,1
1242,0
1243,0
1244,1
1245,1
1246,1
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,1
1260,0
1261,0
1262,0
1263,1
1264,1
1265,0
1266,0
1267,0
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,0
1275,0
1276,0
1277,1
1278,1
1279,1
1280,0
1281,0
1282,1
1283,1
1284,0
1285,0
1286,0
1287,1
1288,0
1289,0
1290,0
1291,1
1292,1
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,1
1310,0
1311,0
1312,1
1313,0
1314,0
1315,1
1316,1
1317,0
1318,1
1319,1
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,0
1334,0
1335,0
1336,0
1337,1
1338,1
1339,0
1340,1
1341,0
1342,1
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,0
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,0
1363,1
1364,1
1365,1
1366,1
1367,1
1368,0
1369,1
1370,1
1371,1
1372,0
1373,1
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,1
1381,0
1382,1
1383,1
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,0
1393,1
1394,1
1395,1
1396,1
1397,0
1398,0
1399,0
1400,0
1401,1
1402,0
1403,1
1404,0
1405,0
1406,0
1407,1
1408,1
1409,1
1410,0
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,1
1420,1
1421,1
1422,0
1423,0
1424,0
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,0
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,1
1448,0
1449,0
1450,0
1451,1
1452,1
1453,1
1454,1
1455,0
1456,1
1457,0
1458,1
1459,1
1460,0
1461,0
1462,0
1463,1
1464,0
1465,0
1466,0
1467,1
1468,1
1469,1
1470,1
1471,0
1472,0
1473,0
1474,1
1475,1
1476,1
1477,0
1478,0
1479,1
1480,0
1481,1
1482,0
1483,1
1484,0
1485,0
1486,0
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,1
1495,1
1496,0
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,0
1505,1
1506,1
1507,0
1508,1
1509,1
1510,0
1511,0
1512,1
1513,0
1514,1
1515,0
1516,1
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,1
1524,1
1525,0
1526,1
1527,0
1528,1
1529,0
1530,0
1531,0
1532,0
1533,1
1534,1
1535,1
1536,1
1537,0
1538,1
1539,0
1540,0
1541,1
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,1
1552,1
1553,1
1554,1
1555,0
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,0
1564,1
1565,0
1566,0
1567,1
1568,1
1569,0
1570,0
1571,1
1572,1
1573,0
1574,1
1575,0
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,0
1584,0
1585,0
1586,1
1587,1
1588,1
1589,1
1590,1
1591,0
1592,0
1593,1
1594,1
1595,1
1596,1
1597,1
1598,0
1599,0
1600,0
1601,1
1602,0
1603,0
1604,1
1605,0
1606,1
1607,1
1608,1
1609,1
1610,1
1611,0
1612,0
1613,1
1614,0
1615,1
1616,1
1617,1
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,0
1625,0
1626,1
1627,1
1628,0
1629,1
1630,1
1631,1
1632,0
1633,1
1634,0
1635,1
1636,1
1637,0
1638,0
1639,1
1640,1
1641,1
1642,1
1643,0
1644,1
1645,1
1646,0
1647,1
1648,1
1649,1
1650,1
1651,0
1652,1
1653,0
1654,1
1655,1
1656,0
1657,0
1658,0
1659,1
1660,1
1661,0
1662,0
1663,1
1664,1
1665,0
1666,1
1667,1
1668,1
1669,0
1670,1
1671,0
1672,0
1673,1
1674,1
1675,0
1676,1
1677,1
1678,1
1679,0
1680,1
1681,0
1682,1
1683,1
1684,1
1685,1
1686,0
1687,1
1688,0
1689,1
1690,0
1691,0
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,0
1700,0
1701,1
1702,1
1703,1
1704,0
1705,1
1706,0
1707,1
1708,0
1709,1
1710,1
1711,1
1712,0
1713,1
1714,1
1715,1
1716,0
1717,0
1718,1
1719,1
1720,0
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,1
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,0
1739,1
1740,1
1741,1
1742,1
1743,1
1744,0
1745,0
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,1
1753,0
1754,1
1755,0
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,0
1766,0
1767,1
1768,1
1769,1
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,1
1777,0
1778,0
1779,0
1780,0
1781,1
1782,1
1783,1
1784,0
1785,0
1786,1
1787,0
1788,1
1789,0
1790,1
1791,1
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,0
1803,1
1804,1
1805,1
1806,1
1807,0
1808,1
1809,1
1810,0
1811,1
1812,0
1813,1
1814,0
1815,0
1816,0
1817,1
1818,1
1819,1
1820,1
1821,0
1822,1
1823,0
1824,0
1825,0
1826,1
1827,1
1828,1
1829,0
1830,1
1831,0
1832,1
1833,1
1834,1
1835,1
1836,0
1837,0
1838,0
1839,1
1840,1
1841,1
1842,1
1843,0
1844,1
1845,1
1846,1
1847,1
1848,0
1849,1
1850,0
1851,0
1852,1
1853,0
1854,1
1855,0
1856,0
1857,1
1858,1
1859,0
1860,1
1861,1
1862,1
1863,0
1864,0
1865,0
1866,1
1867,1
1868,0
1869,1
1870,0
1871,1
1872,1
1873,1
1874,0
1875,1
1876,1
1877,1
1878,0
1879,1
1880,1
1881,1
1882,1
1883,0
1884,0
1885,1
1886,0
1887,1
1888,1
1889,1
1890,0
1891,0
1892,0
1893,1
1894,1
1895,1
1896,0
1897,1
1898,1
1899,0
1900,1
1901,0
1902,1
1903,1
1904,1
1905,0
1906,0
1907,0
1908,1
1909,1
1910,0
1911,0
1912,1
1913,0
1914,1
1915,0
1916,0
1917,1
1918,0
1919,1
1920,1
1921,0
1922,1
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,0
1930,1
1931,0
1932,0
1933,0
1934,1
1935,0
1936,0
1937,1
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,1
1945,1
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,0
1958,1
1959,0
1960,0
1961,1
1962,1
1963,1
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,1
1971,0
1972,1
1973,0
1974,1
1975,0
1976,0
1977,0
1978,0
1979,1
1980,1
1981,1
1982,0
1983,1
1984,1
1985,1
1986,1
1987,0
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,0
1996,1
1997,0
1998,1
1999,1
2000,0
2001,1
2002,0
2003,0
2004,0
2005,1
2006,0
2007,1
2008,0
2009,1
2010,1
2011,0
2012,0
2013,0
2014,1
2015,0
2016,1
2017,1
2018,1
2019,0
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,0
2029,1
2030,0
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,0
2038,1
2039,0
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,0
2050,0
2051,1
2052,1
2053,1
2054,0
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,0
2064,1
2065,1
2066,0
2067,1
2068,1
2069,0
2070,1
2071,1
2072,0
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,0
2083,0
2084,1
2085,1
2086,0
2087,0
2088,1
2089,0
2090,1
2091,1
2092,0
2093,0
2094,1
2095,1
2096,1
2097,0
2098,0
2099,1
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,0
2107,0
2108,1
2109,1
2110,0
2111,0
2112,1
2113,0
2114,0
2115,0
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,0
2126,1
2127,0
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,1
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,0
2150,1
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,0
2159,0
2160,1
2161,1
2162,1
2163,1
2164,0
2165,0
2166,1
2167,1
2168,0
2169,0
2170,1
2171,0
2172,0
2173,1
2174,1
2175,1
2176,0
2177,1
2178,1
2179,0
2180,1
2181,0
2182,1
2183,0
2184,1
2185,1
2186,1
2187,1
2188,1
2189,0
2190,1
2191,0
2192,0
2193,0
2194,0
2195,1
2196,1
2197,1
2198,1
2199,1
2200,0
2201,1
2202,1
2203,1
2204,1
2205,0
2206,1
2207,1
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2218,0
2219,0
2220,0
2221,0
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,0
2233,1
2234,1
2235,1
2236,1
2237,1
2238,0
2239,0
2240,1
2241,0
2242,1
2243,1
2244,1
2245,1
2246,1
2247,0
2248,1
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,1
2257,1
2258,1
2259,1
2260,1
2261,0
2262,1
2263,1
2264,0
2265,0
2266,0
2267,1
2268,1
2269,1
2270,1
2271,1
2272,0
2273,1
2274,0
2275,1
2276,0
2277,1
2278,0
2279,0
2280,0
2281,1
2282,0
2283,1
2284,1
2285,0
2286,1
2287,0
2288,1
2289,1
2290,0
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,0
2302,1
2303,1
2304,0
2305,1
2306,0
2307,0
2308,1
2309,1
2310,0
2311,1
2312,1
2313,0
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,0
2325,0
2326,1
2327,1
2328,0
2329,0
2330,0
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,0
2338,1
2339,0
2340,1
2341,0
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,1
2351,0
2352,0
2353,1
2354,0
2355,1
2356,1
2357,1
2358,0
2359,1
2360,1
2361,1
2362,0
2363,0
2364,0
2365,1
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,1
2384,1
2385,1
2386,1
2387,0
2388,1
2389,1
2390,1
2391,0
2392,0
2393,1
2394,1
2395,0
2396,0
2397,1
2398,1
2399,0
2400,1
2401,0
2402,1
2403,1
2404,1
2405,0
2406,1
2407,0
2408,1
2409,1
2410,0
2411,0
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,0
2421,1
2422,0
2423,0
2424,1
2425,1
2426,0
2427,1
2428,1
2429,0
2430,1
2431,1
2432,0
2433,1
2434,0
2435,1
2436,1
2437,0
2438,1
2439,0
2440,0
2441,0
2442,0
2443,1
2444,0
2445,1
2446,0
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,0
2454,1
2455,1
2456,0
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,0
2464,0
2465,0
2466,1
2467,1
2468,1
2469,1
2470,0
2471,1
2472,0
2473,1
2474,1
2475,1
2476,1
2477,0
2478,1
2479,0
2480,0
2481,0
2482,1
2483,1
2484,1
2485,0
2486,0
2487,0
2488,0
2489,0
2490,1
2491,1
2492,1
2493,0
2494,1
2495,0
2496,0
2497,1
2498,1
2499,0
2500,1
2501,0
2502,1
2503,1
2504,0
2505,1
2506,0
2507,1
2508,0
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,0
2516,1
2517,0
2518,1
2519,0
2520,1
2521,0
2522,0
2523,0
2524,1
2525,1
2526,0
2527,1
2528,1
2529,0
2530,0
2531,1
2532,1
2533,0
2534,1
2535,0
2536,1
2537,1
2538,0
2539,1
2540,1
2541,1
2542,1
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,1
2553,0
2554,1
2555,1
2556,1
2557,1
2558,0
2559,0
2560,1
2561,0
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,1
2569,0
2570,1
2571,1
2572,0
2573,1
2574,1
2575,1
2576,1
2577,1
2578,1
2579,0
2580,1
2581,0
2582,0
2583,1
2584,1
2585,1
2586,1
2587,0
2588,0
2589,1
2590,0
2591,1
2592,1
2593,1
2594,0
2595,0
2596,1
2597,1
2598,1
2599,1
2600,0
2601,0
2602,1
2603,0
2604,1
2605,1
2606,0
2607,1
2608,0
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,0
2616,0
2617,1
2618,1
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,1
2626,0
2627,1
2628,1
2629,1
2630,1
2631,1
2632,1
2633,0
2634,1
2635,0
2636,0
2637,1
2638,0
2639,1
2640,1
2641,1
2642,1
2643,0
2644,1
2645,1
2646,1
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,1
2662,0
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,0
2671,0
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,0
2679,0
2680,1
2681,1
2682,1
2683,0
2684,1
2685,0
2686,1
2687,1
2688,0
2689,1
2690,0
2691,1
2692,1
2693,0
2694,0
2695,0
2696,1
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,1
2706,0
2707,1
2708,1
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,0
2716,1
2717,0
2718,1
2719,0
2720,1
2721,1
2722,0
2723,1
2724,1
2725,0
2726,0
2727,1
2728,0
2729,0
2730,1
2731,1
2732,1
2733,1
2734,1
2735,0
2736,0
2737,1
2738,1
2739,0
2740,1
2741,1
2742,0
2743,1
2744,0
2745,1
2746,0
2747,0
2748,1
2749,1
2750,0
2751,1
2752,0
2753,1
2754,1
2755,1
2756,0
2757,0
2758,0
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,0
2775,0
2776,0
2777,0
2778,1
2779,1
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,1
2788,1
2789,0
2790,0
2791,1
2792,1
2793,1
2794,1
2795,1
2796,0
2797,0
2798,1
2799,0
2800,1
2801,1
2802,0
2803,1
2804,0
2805,0
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,0
2816,1
2817,0
2818,1
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,0
2836,0
2837,0
2838,1
2839,0
2840,1
2841,0
2842,1
2843,1
2844,0
2845,1
2846,1
2847,1
2848,1
2849,0
2850,0
2851,1
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,0
2859,1
2860,0
2861,1
2862,1
2863,1
2864,0
2865,1
2866,0
2867,1
2868,0
2869,0
2870,0
2871,1
2872,1
2873,1
2874,0
2875,0
2876,0
2877,1
2878,1
2879,0
2880,1
2881,1
2882,0
2883,0
2884,1
2885,1
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,1
2893,0
2894,1
2895,0
2896,1
2897,1
2898,1
2899,0
2900,0
2901,1
2902,0
2903,0
2904,1
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,0
2913,1
2914,0
2915,1
2916,1
2917,1
2918,1
2919,0
2920,1
2921,1
2922,0
2923,1
2924,1
2925,1
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,1
2933,0
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,1
2949,0
2950,1
2951,1
2952,0
2953,1
2954,1
2955,0
2956,1
2957,0
2958,0
2959,0
2960,1
2961,1
2962,0
2963,1
2964,1
2965,1
2966,0
2967,0
2968,0
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,1
2977,0
2978,1
2979,1
2980,1
2981,0
2982,0
2983,0
2984,0
2985,0
2986,1
2987,0
2988,0
2989,1
2990,1
2991,1
2992,1
2993,0
2994,1
2995,1
2996,1
